Date,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-05-31T18:58:02.589Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","4925","424448","787","430160","Included"
"2026-05-31T18:54:02.485Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","5334","423424","583","429341","Included"
"2026-05-31T18:52:41.889Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","4119","422912","659","427690","Included"
"2026-05-31T18:50:13.549Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","4108","422400","432","426940","Included"
"2026-05-31T18:47:09.724Z","","","Included","composer-2.5-fast","No","0","156696","9056","270","166022","Included"
"2026-05-31T18:46:15.576Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","4253","421888","341","426482","Included"
"2026-05-31T18:44:45.974Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","3729","421888","382","425999","Included"
"2026-05-31T18:43:17.421Z","","","Included","auto","No","1714","6","271267","1179","274166","Included"
"2026-05-31T18:42:37.917Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","4854","420352","427","425633","Included"
"2026-05-31T18:40:34.253Z","","","Included","auto","No","271267","6","0","932","272205","Included"
"2026-05-31T18:39:46.555Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","3623","420352","509","424484","Included"
"2026-05-31T18:38:20.392Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","4767","418816","375","423958","Included"
"2026-05-31T18:37:08.520Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","3500","418816","672","422988","Included"
"2026-05-31T18:35:10.629Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","5615","416256","419","422290","Included"
"2026-05-31T18:32:38.792Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","5343","414208","1780","421331","Included"
"2026-05-31T18:18:35.284Z","","","Included","auto","No","6675","8","798476","2674","807833","Included"
"2026-05-31T18:16:15.169Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","4839","412672","1961","419472","Included"
"2026-05-31T18:14:44.932Z","","","Included","auto","No","231859","9","811190","2568","1045626","Included"
"2026-05-31T18:14:02.864Z","","","Included","auto","No","0","148113","9056","41","157210","Included"
"2026-05-31T18:13:10.832Z","","","Included","auto","No","1046","6","274303","451","275806","Included"
"2026-05-31T18:10:09.934Z","","","Included","auto","No","274303","7","272696","1918","548924","Included"
"2026-05-31T17:56:46.732Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","15815","399872","1089","416776","Included"
"2026-05-31T17:42:07.075Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","444093","6084096","5322","6533511","Included"
"2026-05-31T17:39:48.820Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","3808","398336","655","402799","Included"
"2026-05-31T17:35:00.850Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","5783","395776","446","402005","Included"
"2026-05-31T17:32:16.935Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","5180","393728","1637","400545","Included"
"2026-05-31T17:29:39.528Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","5654","391168","1693","398515","Included"
"2026-05-31T17:25:09.311Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","3041","390656","319","394016","Included"
"2026-05-31T17:16:31.785Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","3517","389632","389","393538","Included"
"2026-05-31T17:12:51.298Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","3929","388096","345","392370","Included"
"2026-05-31T17:01:13.332Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","5089","386048","1171","392308","Included"
"2026-05-31T16:59:30.660Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","3333","385024","1094","389451","Included"
"2026-05-31T16:55:59.761Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","5577","382976","920","389473","Included"
"2026-05-31T16:47:43.875Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","4620","380928","1446","386994","Included"
"2026-05-31T16:45:41.544Z","","","Included","auto","No","922937","81","17344443","53180","18320641","Included"
"2026-05-31T16:44:03.666Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","4010","379904","1291","385205","Included"
"2026-05-31T16:32:10.749Z","","","Included","auto","No","0","29278","1897760","3716","1930754","Included"
"2026-05-31T16:29:09.925Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","5147","377344","805","383296","Included"
"2026-05-31T16:20:21.681Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","4046","375296","2376","381718","Included"
"2026-05-31T16:13:27.979Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","5353","371200","2067","378620","Included"
"2026-05-31T16:08:21.832Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","3610","370176","1278","375064","Included"
"2026-05-31T15:50:23.177Z","","","Included","auto","No","0","158115","453905","1962","613982","Included"
"2026-05-31T15:49:56.495Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","3825","368640","694","373159","Included"
"2026-05-31T15:41:26.074Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","3457","367616","1007","372080","Included"
"2026-05-31T15:36:39.343Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","3780","366080","1152","371012","Included"
"2026-05-31T15:30:45.512Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","4426","364032","1629","370087","Included"
"2026-05-31T15:17:48.793Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","3964","362496","1555","368015","Included"
"2026-05-31T15:12:05.705Z","","","Included","auto","No","152535","24","2358258","35227","2546044","Included"
"2026-05-31T15:00:10.640Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","361983","3584","2188","367755","Included"
"2026-05-31T11:39:30.433Z","","","Included","auto","No","86970","16","806959","6502","900447","Included"
"2026-05-31T11:37:03.169Z","","","Included","auto","No","0","26002","43008","1022","70032","Included"
"2026-05-31T11:35:01.738Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","3064","359424","647","363135","Included"
"2026-05-31T11:29:51.830Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","2365","358912","1197","362474","Included"
"2026-05-31T11:28:39.231Z","","","Included","auto","No","0","128914","326464","4739","460117","Included"
"2026-05-31T11:27:55.428Z","","","Included","auto","No","0","17259","34279","688","52226","Included"
"2026-05-31T11:26:27.786Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","3595","357376","254","361225","Included"
"2026-05-31T11:24:23.305Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","2316","356864","1145","360325","Included"
"2026-05-31T11:20:34.018Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","2795","355840","459","359094","Included"
"2026-05-31T11:16:44.199Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","2880","354816","856","358552","Included"
"2026-05-31T11:11:26.193Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","3099","353792","552","357443","Included"
"2026-05-31T11:08:39.095Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","5435","351232","500","357167","Included"
"2026-05-31T10:58:25.818Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","353097","0","1731","354828","Included"
"2026-05-31T01:11:28.215Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","360615","5804544","8990","6174149","Included"
"2026-05-30T20:40:47.113Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","2344","329728","600","332672","Included"
"2026-05-30T20:32:21.076Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","332853","329216","782","662851","Included"
"2026-05-30T19:17:36.989Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","No","106168","420557","14601031","18626","15146382","Included"
"2026-05-30T19:14:24.622Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","No","0","18108","548864","1164","568136","Included"
"2026-05-30T19:05:16.040Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","18391","1357824","3528","1379743","Included"
"2026-05-30T18:51:32.766Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","268163","0","1523","269686","Included"
"2026-05-30T18:41:18.552Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","266777","0","2294","269071","Included"
"2026-05-30T17:54:33.915Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","378627","7258464","27463","7664554","Included"
"2026-05-30T17:49:56.222Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","2865","220672","722","224259","Included"
"2026-05-30T17:40:09.360Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","2124","220160","568","222852","Included"
"2026-05-30T17:37:06.919Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","18786","422912","563","442261","Included"
"2026-05-30T17:33:23.864Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","No","0","228748","2367488","7201","2603437","Included"
"2026-05-30T15:34:10.762Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","No","170365","358401","16007042","61733","16597541","Included"
"2026-05-30T14:58:30.674Z","bc-dbc14089-b308-4a61-9c96-ed3b8fc8a6ce","","Included","gpt-5.5-high","Yes","0","622318","2674080","36634","3333032","Included"
"2026-05-30T14:54:12.200Z","","","Included","auto","No","17896","6","14848","976","33726","Included"
"2026-05-30T13:52:39.515Z","bc-18c8a166-138b-42a9-b52a-2899bca3efe2","","Included","composer-2.5","No","102615","100863","2536659","23769","2763906","Free"
